0.0552,57
0.0451,67
0.017,103
0.0803,28
0.0441,67
0.0686,38
0.0996,19
0.0329,78
0.0638,48
0.0926,23
0.0794,29
0.0506,62
0.0864,25
0.0805,27
0.0131,113
0.0601,54
0.0816,27
0.0262,82
0.024,85
0.0429,69
0.0166,105
0.036,76
0.0618,52
0.0637,48
0.0616,53
0.0148,113
0.023,87
0.0018,137
0.0591,55
0.0737,32
0.0514,59
0.0193,91
0.0832,26
0.0577,55
0.044,67
0.0138,113
0.0721,33
0.0898,24
0.0649,44
0.0914,24
0.0368,75
0.0971,21
0.0709,36
0.053,59
0.0535,58
0.0826,27
0.0124,114
0.0542,57
0.0942,21
0.0764,30
0.0929,23
0.0294,81
0.0347,77
0.088,24
0.0643,47
0.0726,33
0.0621,51
0.0279,82
0.0645,45
0.0716,34
0.0177,99
0.09,24
0.0372,75
0.0023,132
0.058,55
0.0729,33
0.0843,26
0.0206,91
0.0533,59
0.0387,73
0.004,124
0.0814,27
0.0342,77
0.0076,123
0.0303,80
0.0029,129
0.0933,23
0.0158,108
0.0934,23
0.0954,21
0.0953,21
0.0962,21
0.0358,76
0.0421,70
0.0008,153
0.0169,103
0.0895,24
0.0376,75
0.0106,120
0.0307,80
0.0757,31
0.0422,70
0.0016,141
0.0133,113
0.0201,91
0.003,128
0.0386,73
0.009,122
0.0921,24
0.054,57
0.0833,26
0.0052,124
0.0622,51
0.0365,76
0.0597,54
0.0293,81
0.0985,19
0.061,53
0.0047,124
0.0761,30
0.0276,82
0.0245,84
0.0067,123
0.0146,113
0.0423,70
0.0404,71
0.04,71
0.0198,91
0.0225,88
0.0205,91
0.0061,123
0.0033,126
0.0867,25
0.0719,33
0.0639,48
0.0046,124
0.0436,67
0.069,37
0.0127,113
0.0062,123
0.035,77
0.0938,23
0.0165,105
0.0518,59
0.0944,21
0.0573,55
0.0578,55
0.0311,79
0.0838,26
0.065,44
0.0095,121
0.0156,109
0.0539,57
0.0572,55
0.0261,82
0.0734,33
0.0625,50
0.0924,23
0.0037,124
0.0698,36
0.0111,118
0.066,41
0.0024,131
0.0433,69
0.0487,63
0.0765,30
0.0112,118
0.0135,113
0.0941,21
0.0449,67
0.0236,86
0.0155,109
0.0121,115
0.034,77
0.0348,77
0.028,82
0.0796,29
0.02,91
0.0268,82
0.089,24
0.0107,120
0.0048,124
0.0064,123
0.049,63
0.0583,55
0.0031,128
0.0682,38
0.0857,26
0.0642,47
0.0882,24
0.0028,129
0.0476,64
0.0619,51
0.091,24
0.0884,24
0.0058,123
0.0903,24
0.0174,100
0.0585,55
0.0982,19
0.0515,59
0.0839,26
0.0609,53
0.0548,57
0.0739,31
0.0325,79
0.0853,26
0.0224,88
0.0373,75
0.0265,82
0.0748,31
0.0829,26
0.0907,24
0.0392,72
0.0065,123
0.0256,83
0.0207,91
0.0377,74
0.0482,63
0.073,33
0.0442,67
0.0917,24
0.092,24
0.0074,123
0.0695,36
0.0179,95
0.0115,118
0.0306,80
0.0335,78
0.001,150
0.0862,25
0.096,21
0.085,26
0.0103,120
0.0633,48
0.0774,30
0.0988,19
0.0519,59
0.0079,123
0.0428,69
0.056,56
0.0823,27
0.0508,60
0.0708,36
0.0741,31
0.0623,51
0.0523,59
0.0817,27
0.0375,75
0.0203,91
0.0338,77
0.0733,33
0.0808,27
0.0747,31
0.0002,158
0.0979,19
0.018,94
0.0478,64
0.0273,82
0.0414,70
0.0283,81
0.0467,65
0.086,26
0.0541,57
0.0277,82
0.0937,23
0.0502,62
0.0214,90
0.087,25
0.0171,102
0.0886,24
0.0663,41
0.0763,30
0.031,80
0.0836,26
0.0015,142
0.0057,123
0.0769,30
0.0656,42
0.0991,19
0.0752,31
0.0911,24
0.0524,59
0.0231,87
0.079,29
0.0291,81
0.0345,77
0.0969,21
0.0699,36
0.0234,87
0.0154,111
0.0216,88
0.0509,60
0.057,55
0.0806,27
0.012,117
0.0367,75
0.0531,59
0.0069,123
0.0738,32
0.0485,63
0.0176,99
0.0346,77
0.0462,66
0.0144,113
0.0997,19
0.0007,157
0.0667,41
0.0194,91
0.0088,122
0.05,62
0.0299,80
0.0122,115
0.0543,57
0.0289,81
0.0223,88
0.0768,30
0.0876,24
0.0879,24
0.0384,73
0.0412,70
0.0383,73
0.0688,38
0.055,57
0.0419,70
0.0126,113
0.0089,122
0.013,113
0.0282,81
0.0159,108
0.0357,76
0.0863,25
0.0773,30
0.0474,64
0.0143,113
0.0035,125
0.0608,53
0.0753,31
0.0243,84
0.0,158
0.0252,84
0.0759,30
0.0632,48
0.0314,79
0.0408,70
0.0212,90
0.0364,76
0.0777,30
0.0595,55
0.0861,25
0.0098,121
0.0986,19
0.0883,24
0.0197,91
0.0658,41
0.0646,45
0.0674,39
0.047,65
0.0063,123
0.0027,129
0.0129,113
0.0809,27
0.0432,69
0.0189,91
0.07,36
0.0472,65
0.0068,123
0.0693,36
0.0163,105
0.0617,53
0.0221,88
0.0041,124
0.0827,27
0.0427,69
0.0812,27
0.062,51
0.0011,146
0.0344,77
0.042,70
0.0899,24
0.0454,67
0.0678,39
0.0281,82
0.0349,77
0.005,124
0.046,66
0.0744,31
0.0641,48
0.048,63
0.0736,32
0.0353,76
0.0466,65
0.0574,55
0.0852,26
0.084,26
0.0756,31
0.0391,72
0.0576,55
0.0162,107
0.0105,120
0.0624,51
0.074,31
0.0504,62
0.0094,121
0.0075,123
0.0393,72
0.0586,55
0.0952,21
0.0797,29
0.0603,54
0.043,69
0.0665,41
0.0671,40
0.0025,129
0.0561,56
0.0865,25
0.0356,76
0.0407,70
0.0544,57
0.0606,53
0.0751,31
0.0259,82
0.0629,50
0.039,72
0.0896,24
0.0247,84
0.0659,41
0.0491,63
0.019,91
0.0978,19
0.0916,24
0.0784,30
0.0312,79
0.0341,77
0.0735,33
0.0755,31
0.0114,118
0.0789,29
0.0318,79
0.072,33
0.095,21
0.0855,26
0.0951,21
0.021,90
0.0431,69
0.0319,79
0.0374,75
0.0199,91
0.0818,27
0.0627,50
0.0521,59
0.0116,117
0.011,119
0.0486,63
0.0762,30
0.0323,79
0.0847,26
0.0841,26
0.0447,67
0.0701,36
0.0066,123
0.0908,24
0.0505,62
0.0557,57
0.0032,127
0.0439,67
0.0662,41
0.0702,36
0.0964,21
0.0512,59
0.0186,93
0.0503,62
0.0584,55
0.0132,113
0.0672,39
0.0054,123
0.0396,72
0.0083,122
0.0187,93
0.0931,23
0.0939,22
0.0004,158
0.0371,75
0.0137,113
0.0891,24
0.0413,70
0.0235,87
0.0336,78
0.0324,79
0.0001,158
0.0494,62
0.068,39
0.0117,117
0.0457,67
0.0192,91
0.0844,26
0.0845,26
0.0352,76
0.0339,77
0.0992,19
0.0791,29
0.0536,58
0.0874,25
0.0579,55
0.0215,89
0.0331,78
0.0097,121
0.0611,53
0.0919,24
0.0819,27
0.0219,88
0.0359,76
0.0657,41
0.0704,36
0.0399,71
0.0652,42
0.052,59
0.0019,133
0.0213,90
0.06,54
0.0792,29
0.0315,79
0.08,29
0.026,82
0.0715,35
0.0301,80
0.0366,76
0.0072,123
0.0022,132
0.0284,81
0.0385,73
0.0731,33
0.0555,57
0.0448,67
0.0644,46
0.0893,24
0.0993,19
0.0465,65
0.0211,90
0.0082,122
0.0607,53
0.0389,72
0.0498,62
0.098,19
0.0267,82
0.0799,29
0.0071,123
0.029,81
0.0092,122
0.0888,24
0.0426,69
0.0987,19
0.0989,19
0.0835,26
0.0381,74
0.0666,41
0.0681,39
0.0304,80
0.0599,54
0.0587,55
0.0417,70
0.0113,118
0.0566,56
0.0285,81
0.0516,59
0.0547,57
0.0787,29
0.0254,83
0.0229,87
0.0859,26
0.0459,66
0.0849,26
0.0973,21
0.0927,23
0.0322,79
0.0798,29
0.0084,122
0.0042,124
0.0725,33
0.0885,24
0.0435,68
0.0675,39
0.0461,66
0.0793,29
0.0425,69
0.0147,113
0.0714,35
0.0005,157
0.0538,58
0.0297,80
0.0913,24
0.041,70
0.0703,36
0.082,27
0.0537,58
0.0559,56
0.0369,75
0.0722,33
0.0468,65
0.038,74
0.0222,88
0.0271,82
0.0892,24
0.0026,129
0.0269,82
0.0167,104
0.0581,55
0.0779,30
0.0679,39
0.063,50
0.0732,33
0.083,26
0.002,132
0.0288,81
0.0355,76
0.0275,82
0.0558,56
0.0582,55
0.0877,24
0.0394,72
0.0848,26
0.0788,29
0.0967,21
0.0326,78
0.0458,67
0.0707,36
0.0974,21
0.0477,64
0.0782,30
0.0802,28
0.0226,88
0.0202,91
0.0717,34
0.0395,72
0.0902,24
0.0473,64
0.0956,21
0.0305,80
0.0564,56
0.0333,78
0.0078,123
0.0598,54
0.0981,19
0.0397,72
0.0313,79
0.0961,21
0.0945,21
0.0232,87
0.0188,92
0.0718,33
0.0553,57
0.0696,36
0.0525,59
0.0021,132
0.0327,78
0.0109,119
0.0464,65
0.0258,82
0.0712,35
0.0483,63
0.0554,57
0.0943,21
0.051,60
0.0073,123
0.0481,63
0.0984,19
0.0723,33
0.0901,24
0.0983,19
0.0694,36
0.008,123
0.064,48
0.0185,94
